Sex,Age Group,Year,Citizen category,Ethnic,Population ('000)
Female,20-24,2018,Malaysian citizens,Others,12.7
Female,20-24,2018,Non-Malaysian citizens,Foreigner,245.7
Female,25-29,2018,Malaysian citizens,Bumiputera,910.6
Female,25-29,2018,Malaysian citizens,Chinese,267.4
Female,25-29,2018,Malaysian citizens,Indians,89.7
Female,25-29,2018,Malaysian citizens,Others,12.4
Female,25-29,2018,Non-Malaysian citizens,Foreigner,245
Female,30-34,2018,Malaysian citizens,Bumiputera,836.2
Female,30-34,2018,Malaysian citizens,Chinese,266.9
Female,30-34,2018,Malaysian citizens,Indians,87.3
Female,30-34,2018,Malaysian citizens,Others,10.9
Female,30-34,2018,Non-Malaysian citizens,Foreigner,161.6
Female,35-39,2018,Malaysian citizens,Bumiputera,694.9
Female,35-39,2018,Malaysian citizens,Chinese,249.6
Female,35-39,2018,Malaysian citizens,Indians,81.8
Female,35-39,2018,Malaysian citizens,Others,8.4
Female,35-39,2018,Non-Malaysian citizens,Foreigner,129.9
Female,40-44,2018,Malaysian citizens,Bumiputera,550.4
Female,40-44,2018,Malaysian citizens,Chinese,223.6
Female,40-44,2018,Malaysian citizens,Indians,67.2
Female,40-44,2018,Malaysian citizens,Others,6.2
Female,40-44,2018,Non-Malaysian citizens,Foreigner,91.6
Female,45-49,2018,Malaysian citizens,Bumiputera,525.8
Female,45-49,2018,Malaysian citizens,Chinese,224.3
Female,45-49,2018,Malaysian citizens,Indians,66.1
Female,45-49,2018,Malaysian citizens,Others,5.4
Female,45-49,2018,Non-Malaysian citizens,Foreigner,56.8
Female,50-54,2018,Malaysian citizens,Bumiputera,482.2
Female,50-54,2018,Malaysian citizens,Chinese,217.6
Female,50-54,2018,Malaysian citizens,Indians,63.5
Female,50-54,2018,Malaysian citizens,Others,5
Female,50-54,2018,Non-Malaysian citizens,Foreigner,37.8
Female,55-59,2018,Malaysian citizens,Bumiputera,414.5
Female,55-59,2018,Malaysian citizens,Chinese,193
Female,55-59,2018,Malaysian citizens,Indians,57.9
Female,55-59,2018,Malaysian citizens,Others,4.1
Female,55-59,2018,Non-Malaysian citizens,Foreigner,24.3
Female,60-64,2018,Malaysian citizens,Bumiputera,332.1
Female,60-64,2018,Malaysian citizens,Chinese,167.7
Female,60-64,2018,Malaysian citizens,Indians,46.7
Female,60-64,2018,Malaysian citizens,Others,3
Female,60-64,2018,Non-Malaysian citizens,Foreigner,15.6
Female,65-69,2018,Malaysian citizens,Bumiputera,242.2
Female,65-69,2018,Malaysian citizens,Chinese,138.6
Female,65-69,2018,Malaysian citizens,Indians,34.2
Female,65-69,2018,Malaysian citizens,Others,2
Female,65-69,2018,Non-Malaysian citizens,Foreigner,10
Female,70-74,2018,Malaysian citizens,Bumiputera,163.5
Female,70-74,2018,Malaysian citizens,Chinese,103.8
Female,70-74,2018,Malaysian citizens,Indians,22.2
Female,70-74,2018,Malaysian citizens,Others,1.4
Female,70-74,2018,Non-Malaysian citizens,Foreigner,5.3
Female,75-79,2018,Malaysian citizens,Bumiputera,99.7
Female,75-79,2018,Malaysian citizens,Chinese,63.9
Female,75-79,2018,Malaysian citizens,Indians,11
Female,75-79,2018,Malaysian citizens,Others,0.8
Female,75-79,2018,Non-Malaysian citizens,Foreigner,3
Female,80+,2018,Malaysian citizens,Bumiputera,100.5
Female,80+,2018,Malaysian citizens,Chinese,59.8
Female,80+,2018,Malaysian citizens,Indians,12.9
Female,80+,2018,Malaysian citizens,Others,0.8
Female,80+,2018,Non-Malaysian citizens,Foreigner,5.7
Male,00-04,2019,Malaysian citizens,Bumiputera,1023.7
Male,00-04,2019,Malaysian citizens,Chinese,166.6
Male,00-04,2019,Malaysian citizens,Indians,56.6
Male,00-04,2019,Malaysian citizens,Others,20.6
Male,00-04,2019,Non-Malaysian citizens,Foreigner,52.4
Male,9-May,2019,Malaysian citizens,Bumiputera,969.8
Male,9-May,2019,Malaysian citizens,Chinese,201.4
Male,9-May,2019,Malaysian citizens,Indians,68.1
Male,9-May,2019,Malaysian citizens,Others,22
Male,9-May,2019,Non-Malaysian citizens,Foreigner,44.7
Male,14-Oct,2019,Malaysian citizens,Bumiputera,944.5
Male,14-Oct,2019,Malaysian citizens,Chinese,229.3
Male,14-Oct,2019,Malaysian citizens,Indians,77.9
Male,14-Oct,2019,Malaysian citizens,Others,18
Male,14-Oct,2019,Non-Malaysian citizens,Foreigner,26.1
Male,15-19,2019,Malaysian citizens,Bumiputera,973.4
Male,15-19,2019,Malaysian citizens,Chinese,258.5
Male,15-19,2019,Malaysian citizens,Indians,86.9
Male,15-19,2019,Malaysian citizens,Others,15.3
Male,15-19,2019,Non-Malaysian citizens,Foreigner,152.1
Male,20-24,2019,Malaysian citizens,Bumiputera,951
Male,20-24,2019,Malaysian citizens,Chinese,268.8
Male,20-24,2019,Malaysian citizens,Indians,87.4
Male,20-24,2019,Malaysian citizens,Others,14.7
Male,20-24,2019,Non-Malaysian citizens,Foreigner,380.5
Male,25-29,2019,Malaysian citizens,Bumiputera,932.9
Male,25-29,2019,Malaysian citizens,Chinese,280.1
Male,25-29,2019,Malaysian citizens,Indians,88
Male,25-29,2019,Malaysian citizens,Others,12.8
Male,25-29,2019,Non-Malaysian citizens,Foreigner,466
Male,30-34,2019,Malaysian citizens,Bumiputera,841
Male,30-34,2019,Malaysian citizens,Chinese,268.1
Male,30-34,2019,Malaysian citizens,Indians,90.6
Male,30-34,2019,Malaysian citizens,Others,11.5
Male,30-34,2019,Non-Malaysian citizens,Foreigner,311.2
Male,35-39,2019,Malaysian citizens,Bumiputera,740.4
Male,35-39,2019,Malaysian citizens,Chinese,265.9
Male,35-39,2019,Malaysian citizens,Indians,84.8
Male,35-39,2019,Malaysian citizens,Others,9
Male,35-39,2019,Non-Malaysian citizens,Foreigner,214.1
Male,40-44,2019,Malaysian citizens,Bumiputera,572
Male,40-44,2019,Malaysian citizens,Chinese,244.5
Male,40-44,2019,Malaysian citizens,Indians,70.7
Male,40-44,2019,Malaysian citizens,Others,6.3
Male,40-44,2019,Non-Malaysian citizens,Foreigner,133
Male,45-49,2019,Malaysian citizens,Bumiputera,515.7
Male,45-49,2019,Malaysian citizens,Chinese,234.4
Male,45-49,2019,Malaysian citizens,Indians,62
Male,45-49,2019,Malaysian citizens,Others,4.6
Male,45-49,2019,Non-Malaysian citizens,Foreigner,79.4
Male,50-54,2019,Malaysian citizens,Bumiputera,471.5
Male,50-54,2019,Malaysian citizens,Chinese,224.4
Male,50-54,2019,Malaysian citizens,Indians,57.7
Male,50-54,2019,Malaysian citizens,Others,4.7
Male,50-54,2019,Non-Malaysian citizens,Foreigner,49.8
Male,55-59,2019,Malaysian citizens,Bumiputera,427.7
Male,55-59,2019,Malaysian citizens,Chinese,217.5
Male,55-59,2019,Malaysian citizens,Indians,55.3
Male,55-59,2019,Malaysian citizens,Others,4.3
Male,55-59,2019,Non-Malaysian citizens,Foreigner,29
Male,60-64,2019,Malaysian citizens,Bumiputera,333
Male,60-64,2019,Malaysian citizens,Chinese,184.5
Male,60-64,2019,Malaysian citizens,Indians,43
Male,60-64,2019,Malaysian citizens,Others,3.9
Male,60-64,2019,Non-Malaysian citizens,Foreigner,18.7
Male,65-69,2019,Malaysian citizens,Bumiputera,238.2
Male,65-69,2019,Malaysian citizens,Chinese,145.6
Male,65-69,2019,Malaysian citizens,Indians,30.5
Male,65-69,2019,Malaysian citizens,Others,2.6
Male,65-69,2019,Non-Malaysian citizens,Foreigner,10.6
Male,70-74,2019,Malaysian citizens,Bumiputera,154.5
Male,70-74,2019,Malaysian citizens,Chinese,112.1
Male,70-74,2019,Malaysian citizens,Indians,19.8
Male,70-74,2019,Malaysian citizens,Others,1.4
Male,70-74,2019,Non-Malaysian citizens,Foreigner,6.5
Male,75-79,2019,Malaysian citizens,Bumiputera,84
Male,75-79,2019,Malaysian citizens,Chinese,65.1
Male,75-79,2019,Malaysian citizens,Indians,9.2
Male,75-79,2019,Malaysian citizens,Others,0.9
Male,75-79,2019,Non-Malaysian citizens,Foreigner,3.7
Male,80+,2019,Malaysian citizens,Bumiputera,87.6
Male,80+,2019,Malaysian citizens,Chinese,65.1
Male,80+,2019,Malaysian citizens,Indians,10.9
Male,80+,2019,Malaysian citizens,Others,1
Male,80+,2019,Non-Malaysian citizens,Foreigner,7
Female,00-04,2019,Malaysian citizens,Bumiputera,960.2
Female,00-04,2019,Malaysian citizens,Chinese,155.8
Female,00-04,2019,Malaysian citizens,Indians,54.9
Female,00-04,2019,Malaysian citizens,Others,19.3
Female,00-04,2019,Non-Malaysian citizens,Foreigner,48.4
Female,9-May,2019,Malaysian citizens,Bumiputera,906.8
Female,9-May,2019,Malaysian citizens,Chinese,185
Female,9-May,2019,Malaysian citizens,Indians,62.8
Female,9-May,2019,Malaysian citizens,Others,20.9
Female,9-May,2019,Non-Malaysian citizens,Foreigner,40.3
Female,14-Oct,2019,Malaysian citizens,Bumiputera,894.5
Female,14-Oct,2019,Malaysian citizens,Chinese,214
Female,14-Oct,2019,Malaysian citizens,Indians,75.4
Female,14-Oct,2019,Malaysian citizens,Others,16.6
Female,14-Oct,2019,Non-Malaysian citizens,Foreigner,23.3
Female,15-19,2019,Malaysian citizens,Bumiputera,929
Female,15-19,2019,Malaysian citizens,Chinese,243.4
Female,15-19,2019,Malaysian citizens,Indians,83.1
Female,15-19,2019,Malaysian citizens,Others,14.1
Female,15-19,2019,Non-Malaysian citizens,Foreigner,110.4
Female,20-24,2019,Malaysian citizens,Bumiputera,917.9
Female,20-24,2019,Malaysian citizens,Chinese,254.9
Female,20-24,2019,Malaysian citizens,Indians,86.3
Female,20-24,2019,Malaysian citizens,Others,12.7
Female,20-24,2019,Non-Malaysian citizens,Foreigner,246.1
Female,25-29,2019,Malaysian citizens,Bumiputera,923.2
Female,25-29,2019,Malaysian citizens,Chinese,267.1
Female,25-29,2019,Malaysian citizens,Indians,89.7
Female,25-29,2019,Malaysian citizens,Others,12.6
Female,25-29,2019,Non-Malaysian citizens,Foreigner,245.2
Female,30-34,2019,Malaysian citizens,Bumiputera,849.8
Female,30-34,2019,Malaysian citizens,Chinese,266.1
Female,30-34,2019,Malaysian citizens,Indians,87.1
Female,30-34,2019,Malaysian citizens,Others,11.2
Female,30-34,2019,Non-Malaysian citizens,Foreigner,158.3
Female,35-39,2019,Malaysian citizens,Bumiputera,735
Female,35-39,2019,Malaysian citizens,Chinese,256.6
Female,35-39,2019,Malaysian citizens,Indians,84.6
Female,35-39,2019,Malaysian citizens,Others,9
Female,35-39,2019,Non-Malaysian citizens,Foreigner,125.6
Female,40-44,2019,Malaysian citizens,Bumiputera,560.8
Female,40-44,2019,Malaysian citizens,Chinese,225.4
Female,40-44,2019,Malaysian citizens,Indians,68.6
Female,40-44,2019,Malaysian citizens,Others,6.5
Female,40-44,2019,Non-Malaysian citizens,Foreigner,86
Female,45-49,2019,Malaysian citizens,Bumiputera,530.5
Female,45-49,2019,Malaysian citizens,Chinese,222.7
Female,45-49,2019,Malaysian citizens,Indians,65.8
Female,45-49,2019,Malaysian citizens,Others,5.4
Female,45-49,2019,Non-Malaysian citizens,Foreigner,50.3
Female,50-54,2019,Malaysian citizens,Bumiputera,490.6
Female,50-54,2019,Malaysian citizens,Chinese,221.2
Female,50-54,2019,Malaysian citizens,Indians,64.1
Female,50-54,2019,Malaysian citizens,Others,5.1
Female,50-54,2019,Non-Malaysian citizens,Foreigner,32.1
Female,55-59,2019,Malaysian citizens,Bumiputera,425.8
Female,55-59,2019,Malaysian citizens,Chinese,196.2
Female,55-59,2019,Malaysian citizens,Indians,58.7
Female,55-59,2019,Malaysian citizens,Others,4.3
Female,55-59,2019,Non-Malaysian citizens,Foreigner,20
Female,60-64,2019,Malaysian citizens,Bumiputera,346.4
Female,60-64,2019,Malaysian citizens,Chinese,172.7
Female,60-64,2019,Malaysian citizens,Indians,49
Female,60-64,2019,Malaysian citizens,Others,3.2
Female,60-64,2019,Non-Malaysian citizens,Foreigner,13
Female,65-69,2019,Malaysian citizens,Bumiputera,252.8
Female,65-69,2019,Malaysian citizens,Chinese,141.8
Female,65-69,2019,Malaysian citizens,Indians,35.4
Female,65-69,2019,Malaysian citizens,Others,2.1
Female,65-69,2019,Non-Malaysian citizens,Foreigner,8.4
Female,70-74,2019,Malaysian citizens,Bumiputera,175.7
Female,70-74,2019,Malaysian citizens,Chinese,111.3
Female,70-74,2019,Malaysian citizens,Indians,24.6
Female,70-74,2019,Malaysian citizens,Others,1.5
Female,70-74,2019,Non-Malaysian citizens,Foreigner,4.5
Female,75-79,2019,Malaysian citizens,Bumiputera,102
Female,75-79,2019,Malaysian citizens,Chinese,66.4
Female,75-79,2019,Malaysian citizens,Indians,11.6
Female,75-79,2019,Malaysian citizens,Others,0.8
Female,75-79,2019,Non-Malaysian citizens,Foreigner,2.7
Female,80+,2019,Malaysian citizens,Bumiputera,105.4
Female,80+,2019,Malaysian citizens,Chinese,63.3
Female,80+,2019,Malaysian citizens,Indians,13.5
Female,80+,2019,Malaysian citizens,Others,0.9
Female,80+,2019,Non-Malaysian citizens,Foreigner,5.1
